Kraken ID,smiles,com,check,symbol,vmin_vmin_boltz,vmin_r_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_eta_boltz,fmo_omega_boltz,somo_ra_boltz,somo_rc_boltz,nbo_P_boltz,nbo_P_ra_boltz,spindens_P_ra_boltz,nbo_P_rc_boltz,spindens_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,nuesp_P_boltz,E_solv_cds_boltz,nbo_lp_P_percent_s_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_e_boltz,nbo_bd_e_max_boltz,nbo_bd_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_e_avg_boltz,nbo_bd_occ_min_boltz,nbo_bd_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bds_occ_avg_boltz,E_solv_total_boltz,E_solv_elstat_boltz,E_oxidation_boltz,E_reduction_boltz,fukui_p_boltz,fukui_m_boltz,vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,Pint_P_int_boltz,Pint_dP_boltz,Pint_P_min_boltz,Pint_P_max_boltz,volume_boltz,surface_area_boltz,sphericity_boltz,dipolemoment_boltz,dipolemoment_min,dipolemoment_max,dipolemoment_delta,dipolemoment_vburminconf,qpole_amp_boltz,qpole_amp_min,qpole_amp_max,qpole_amp_delta,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_min,qpoletens_xx_max,qpoletens_xx_delta,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_min,qpoletens_yy_max,qpoletens_yy_delta,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_min,qpoletens_zz_max,qpoletens_zz_delta,qpoletens_zz_vburminconf,pyr_P_boltz,pyr_P_min,pyr_P_max,pyr_P_delta,pyr_P_vburminconf,pyr_alpha_boltz,pyr_alpha_min,pyr_alpha_max,pyr_alpha_delta,pyr_alpha_vburminconf,vbur_vbur_boltz,vbur_vbur_min,vbur_vbur_max,vbur_vbur_delta,vbur_vbur_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_min,vbur_qvbur_min_max,vbur_qvbur_min_delta,vbur_qvbur_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_min,vbur_qvbur_max_max,vbur_qvbur_max_delta,vbur_qvbur_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_min,vbur_qvtot_min_max,vbur_qvtot_min_delta,vbur_qvtot_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_min,vbur_qvtot_max_max,vbur_qvtot_max_delta,vbur_qvtot_max_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_min,vbur_ovbur_min_max,vbur_ovbur_min_delta,vbur_ovbur_min_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_min,vbur_ovbur_max_max,vbur_ovbur_max_delta,vbur_ovbur_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_min,vbur_ovtot_min_max,vbur_ovtot_min_delta,vbur_ovtot_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_min,vbur_ovtot_max_max,vbur_ovtot_max_delta,vbur_ovtot_max_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_min,vbur_near_vbur_max,vbur_near_vbur_delta,vbur_near_vbur_vburminconf,vbur_far_vbur_boltz,vbur_far_vbur_min,vbur_far_vbur_max,vbur_far_vbur_delta,vbur_far_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_min,vbur_near_vtot_max,vbur_near_vtot_delta,vbur_near_vtot_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_min,vbur_far_vtot_max,vbur_far_vtot_delta,vbur_far_vtot_vburminconf,sterimol_B1_boltz,sterimol_B1_min,sterimol_B1_max,sterimol_B1_delta,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_min,sterimol_B5_max,sterimol_B5_delta,sterimol_B5_vburminconf,sterimol_L_boltz,sterimol_L_min,sterimol_L_max,sterimol_L_delta,sterimol_L_vburminconf,sterimol_burB1_boltz,sterimol_burB1_min,sterimol_burB1_max,sterimol_burB1_delta,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_min,sterimol_burB5_max,sterimol_burB5_delta,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_min,sterimol_burL_max,sterimol_burL_delta,sterimol_burL_vburminconf
12,CC(C)(C)CP(C(C)(C)C)C(C)(C)C,1,,N,-0.062406,1.780166,-0.22108,0.02889,-0.096095,0.24997,0.018471,0.10656,-0.44998,0.75186,0.72991,0.03466,1.37837,0.78199,273.1337,221.5508,284.8859,312.9643,1.724335,-0.713154,-0.694719,1.407873,-54.197569,-3.94,51.04,1.93808,-0.30234,-0.43205,-0.438857,0.18192,0.190147,1.94251,1.952277,0.05309,0.044167,-7.500746,-3.560746,0.277268,0.068089,0.02195,0.62651,271.351195,0.268322,17.77,2.82,13.09,29.53,344.51995,277.73145,0.855727,1.058109,1.058109,1.058109,0,1.058109,2.308779,2.308779,2.308779,0,2.308779,1.173367,1.173367,1.173367,0,1.173367,0.691064,0.691064,0.691064,0,0.691064,-1.864431,-1.864431,-1.864431,0,-1.864431,0.883015,0.883015,0.883015,0,0.883015,23.957742,23.957742,23.957742,0,23.957742,72.809607,72.809607,72.809607,0,72.809607,14.812102,14.812102,14.812102,0,14.812102,23.040234,23.040234,23.040234,0,23.040234,55.143923,55.143923,55.143923,0,55.143923,87.02826,87.02826,87.02826,0,87.02826,6.593383,6.593383,6.593383,0,6.593383,28.331648,28.331648,28.331648,0,28.331648,0,0,0,0,0,20.790493,20.790493,20.790493,0,20.790493,0,0,0,0,0,83.722057,83.722057,83.722057,0,83.722057,70.075612,70.075612,70.075612,0,70.075612,2.733995,2.733995,2.733995,0,2.733995,265.990777,265.990777,265.990777,0,265.990777,3.907242,3.907242,3.907242,0,3.907242,4.012772,4.012772,4.012772,0,4.012772,6.198222,6.198222,6.198222,0,6.198222,6.665977,6.665977,6.665977,0,6.665977,4.012772,4.012772,4.012772,0,4.012772,6.198222,6.198222,6.198222,0,6.198222,6.665977,6.665977,6.665977,0,6.665977
13,CC(C)(C)P(c1ccccc1)c1ccccc1,1,,N,-0.053166,1.840787,-0.22265,-0.02944,-0.126045,0.19321,0.041114,0.06736,-0.39846,0.78586,0.74175,0.04868,1.19237,0.525,266.1645,243.7348,255.8684,298.8902,1.734038,-0.810634,-0.599969,1.410602,-54.183553,-5.78,49.9,1.90373,-0.30438,-0.43485,-0.462433,0.17381,0.209193,1.9311,1.948737,0.06036,0.041367,-11.633524,-5.853524,0.273185,0.019488,0.04411,0.40651,285.696825,0.18907,18.95,3.63,13.27,32.13,335.54093,289.09584,0.807742,1.362556,1.362556,1.362556,0,1.362556,7.822692,7.822692,7.822692,0,7.822692,4.918824,4.918824,4.918824,0,4.918824,1.069204,1.069204,1.069204,0,1.069204,-5.988028,-5.988028,-5.988028,0,-5.988028,0.905194,0.905194,0.905194,0,0.905194,21.42227,21.42227,21.42227,0,21.42227,54.016792,54.016792,54.016792,0,54.016792,11.212098,11.212098,11.212098,0,11.212098,15.855915,15.855915,15.855915,0,15.855915,49.721019,49.721019,49.721019,0,49.721019,90.891602,90.891602,90.891602,0,90.891602,3.919005,3.919005,3.919005,0,3.919005,41.170584,41.170584,41.170584,0,41.170584,0,0,0,0,0,15.855915,15.855915,15.855915,0,15.855915,0,0,0,0,0,90.891602,90.891602,90.891602,0,90.891602,54.016792,54.016792,54.016792,0,54.016792,0,0,0,0,0,284.094068,284.094068,284.094068,0,284.094068,0,0,0,0,0,4.146472,4.146472,4.146472,0,4.146472,6.563542,6.563542,6.563542,0,6.563542,7.626006,7.626006,7.626006,0,7.626006,4.101654,4.101654,4.101654,0,4.101654,6.128395,6.128395,6.128395,0,6.128395,7.193078,7.193078,7.193078,0,7.193078
14,CP(C(C)(C)C)C(C)(C)C,1,,N,-0.06476,1.782111,-0.22349,0.03334,-0.095075,0.25683,0.017598,0.11622,-0.4651,0.75609,0.72126,0.04287,1.36826,0.79571,281.2087,210.3633,302.1839,331.0788,1.723018,-0.748443,-0.657413,1.405856,-54.197454,-2.52,51.63,1.94108,-0.30333,-0.43202,-0.442497,0.18211,0.190963,1.94437,1.955837,0.05309,0.040687,-5.856232,-3.336232,0.285157,0.07519,0.03483,0.61217,201.580766,0.281,17,2.48,12.99,25.71,256.2748,219.23438,0.889978,1.141041,1.141041,1.141041,0,1.141041,2.989256,2.989256,2.989256,0,2.989256,1.502235,1.502235,1.502235,0,1.502235,0.914804,0.914804,0.914804,0,0.914804,-2.417039,-2.417039,-2.417039,0,-2.417039,0.890297,0.890297,0.890297,0,0.890297,22.95193,22.95193,22.95193,0,22.95193,56.644104,56.644104,56.644104,0,56.644104,10.700651,10.700651,10.700651,0,10.700651,16.75853,16.75853,16.75853,0,16.75853,28.52638,28.52638,28.52638,0,28.52638,67.087284,67.087284,67.087284,0,67.087284,6.05788,6.05788,6.05788,0,6.05788,38.560904,38.560904,38.560904,0,38.560904,0,0,0,0,0,16.75853,16.75853,16.75853,0,16.75853,0,0,0,0,0,67.087284,67.087284,67.087284,0,67.087284,56.644104,56.644104,56.644104,0,56.644104,0,0,0,0,0,201.580766,201.580766,201.580766,0,201.580766,0,0,0,0,0,3.320287,3.320287,3.320287,0,3.320287,4.888196,4.888196,4.888196,0,4.888196,6.667142,6.667142,6.667142,0,6.667142,3.320287,3.320287,3.320287,0,3.320287,4.888196,4.888196,4.888196,0,4.888196,6.667142,6.667142,6.667142,0,6.667142
15,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,1,15,Y,-0.066832,1.857948,-0.208249,-0.01807,-0.113159,0.190179,0.033669,0.067763,-0.357541,0.860762,0.819968,0.020677,1.178751,0.424042,322.98254,312.800851,327.422318,328.724261,1.857213,-0.762532,-0.753806,1.516338,-54.188293,-4.987193,51.817468,1.884763,-0.29418,-0.463064,-0.463259,0.239869,0.240287,1.949376,1.949537,0.040764,0.040265,-16.043725,-11.056532,0.253084,0.025187,0.040794,0.317989,386.753112,0.166986,19.785199,4.609181,13.233626,38.72298,441.408939,387.059196,0.724329,0.76723,0.595031,2.510223,1.915191,2.510223,11.347105,11.094354,14.26371,3.169356,14.26371,5.069564,4.661818,11.130397,6.468578,11.130397,4.007054,-2.596627,4.627936,7.224564,-2.596627,-9.076618,-9.289755,-7.421741,1.868013,-8.533769,0.936727,0.910854,0.939204,0.02835,0.910854,17.390333,17.048503,20.603271,3.554768,20.603271,64.583313,59.366594,65.132666,5.766072,59.366594,13.90258,10.691237,14.317389,3.626151,11.08136,17.749236,17.346329,20.425472,3.079143,20.425472,84.20131,61.468166,87.137391,25.669226,64.750286,109.908111,109.30397,116.678609,7.37464,116.678609,3.352996,2.924349,9.344112,6.419763,9.344112,19.631432,15.65076,50.437862,34.787102,48.755997,0.036121,0,0.04079,0.04079,0,17.302458,17.123551,18.901589,1.778038,18.901589,0.194221,0,0.219325,0.219325,0,107.333884,106.522294,116.678609,10.156315,116.678609,63.305648,57.842711,63.73743,5.894719,57.842711,1.277665,0.361883,1.523883,1.162,1.523883,377.14161,375.695297,380.603121,4.907823,375.695297,7.676411,2.834937,8.299841,5.464904,6.260707,5.020387,4.286464,5.115141,0.828676,4.443517,6.387294,6.376047,6.590145,0.214099,6.590145,7.127038,6.918902,8.737488,1.818585,8.708659,4.930268,4.137199,5.032572,0.895374,4.432448,6.04047,6.039354,6.149515,0.110161,6.149515,6.803049,6.754168,7.181257,0.427089,7.176587
16,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,N,-0.022009,1.900156,-0.26032,-0.06878,-0.16455,0.19154,0.070682,0.01742,-0.42338,0.81171,0.76683,0.02968,1.17969,0.47788,296.4885,284.7981,284.9003,319.767,1.796607,-0.733877,-0.733046,1.466923,-54.146121,-4.07,49.76,1.89612,-0.33802,-0.50859,-0.508597,0.19365,0.1937,1.95232,1.95235,0.03602,0.036007,-13.436358,-9.366358,0.306676,-0.025412,0.04488,0.36798,433.132689,0.11677,18.45,5.43,10.02,36.15,457.42509,409.67823,0.70079,2.108337,2.108337,2.108337,0,2.108337,15.1575,15.1575,15.1575,0,15.1575,12.350341,12.350341,12.350341,0,12.350341,-5.484719,-5.484719,-5.484719,0,-5.484719,-6.865622,-6.865622,-6.865622,0,-6.865622,0.93323,0.93323,0.93323,0,0.93323,17.913822,17.913822,17.913822,0,17.913822,50.576811,50.576811,50.576811,0,50.576811,11.471482,11.471482,11.471482,0,11.471482,13.860328,13.860328,13.860328,0,13.860328,78.50172,78.50172,78.50172,0,78.50172,131.325881,131.325881,131.325881,0,131.325881,1.351309,1.351309,1.351309,0,1.351309,52.793608,52.793608,52.793608,0,52.793608,0,0,0,0,0,13.860328,13.860328,13.860328,0,13.860328,0,0,0,0,0,131.325881,131.325881,131.325881,0,131.325881,50.576811,50.576811,50.576811,0,50.576811,0,0,0,0,0,433.03357,433.03357,433.03357,0,433.03357,0,0,0,0,0,5.310138,5.310138,5.310138,0,5.310138,8.060536,8.060536,8.060536,0,8.060536,7.993808,7.993808,7.993808,0,7.993808,4.290043,4.290043,4.290043,0,4.290043,6.027594,6.027594,6.027594,0,6.027594,6.903372,6.903372,6.903372,0,6.903372
17,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1,,N,-0.04823,1.86016,-0.22839,-0.02949,-0.12894,0.1989,0.041794,0.06051,-0.39438,0.79827,0.74625,0.04402,1.15315,0.45545,296.1527,284.3266,284.4367,319.6948,1.783838,-0.72827,-0.728227,1.456498,-54.177169,-7.18,49.37,1.90175,-0.30781,-0.47689,-0.476897,0.22426,0.224267,1.95295,1.95295,0.03714,0.037103,-13.920984,-6.740984,0.276586,0.0158,0.05202,0.35488,302.715907,0.167447,19.45,3.92,13.27,34.77,344.20752,307.53512,0.77233,1.460511,1.460511,1.460511,0,1.460511,4.561356,4.561356,4.561356,0,4.561356,1.882705,1.882705,1.882705,0,1.882705,1.841551,1.841551,1.841551,0,1.841551,-3.724256,-3.724256,-3.724256,0,-3.724256,0.932082,0.932082,0.932082,0,0.932082,18.076226,18.076226,18.076226,0,18.076226,50.688723,50.688723,50.688723,0,50.688723,11.489263,11.489263,11.489263,0,11.489263,13.884384,13.884384,13.884384,0,13.884384,61.420088,61.420088,61.420088,0,61.420088,86.837753,86.837753,86.837753,0,86.837753,1.337712,1.337712,1.337712,0,1.337712,25.417665,25.417665,25.417665,0,25.417665,0,0,0,0,0,13.884384,13.884384,13.884384,0,13.884384,0,0,0,0,0,86.837753,86.837753,86.837753,0,86.837753,50.688723,50.688723,50.688723,0,50.688723,0,0,0,0,0,302.715907,302.715907,302.715907,0,302.715907,0,0,0,0,0,4.287868,4.287868,4.287868,0,4.287868,6.323592,6.323592,6.323592,0,6.323592,7.181925,7.181925,7.181925,0,7.181925,4.278755,4.278755,4.278755,0,4.278755,6.0293,6.0293,6.0293,0,6.0293,6.91411,6.91411,6.91411,0,6.91411
18,Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,1,,N,-0.053401,1.840166,-0.21957,-0.02314,-0.121355,0.19643,0.037487,0.06137,-0.37373,0.79853,0.75348,0.03826,1.11222,0.40026,298.9404,287.9442,288.4329,320.4441,1.782564,-0.727913,-0.727544,1.455457,-54.183081,-8.04,49.22,1.90288,-0.30169,-0.47105,-0.471073,0.23111,0.231127,1.95292,1.95293,0.03758,0.037507,-15.276467,-7.236467,0.26475,0.019367,0.04505,0.31369,355.696275,0.142209,19.33,4.32,12.29,35.25,413.67916,370.40116,0.72486,1.866792,1.866792,1.866792,0,1.866792,7.45736,7.45736,7.45736,0,7.45736,3.089357,3.089357,3.089357,0,3.089357,2.99933,2.99933,2.99933,0,2.99933,-6.088687,-6.088687,-6.088687,0,-6.088687,0.932288,0.932288,0.932288,0,0.932288,18.047169,18.047169,18.047169,0,18.047169,50.583087,50.583087,50.583087,0,50.583087,11.45161,11.45161,11.45161,0,11.45161,13.877063,13.877063,13.877063,0,13.877063,67.761726,67.761726,67.761726,0,67.761726,105.330757,105.330757,105.330757,0,105.330757,1.355492,1.355492,1.355492,0,1.355492,37.56903,37.56903,37.56903,0,37.56903,0,0,0,0,0,13.877063,13.877063,13.877063,0,13.877063,0,0,0,0,0,105.330757,105.330757,105.330757,0,105.330757,50.583087,50.583087,50.583087,0,50.583087,0,0,0,0,0,354.732805,354.732805,354.732805,0,354.732805,0,0,0,0,0,4.930522,4.930522,4.930522,0,4.930522,7.435012,7.435012,7.435012,0,7.435012,7.435967,7.435967,7.435967,0,7.435967,4.267899,4.267899,4.267899,0,4.267899,6.029835,6.029835,6.029835,0,6.029835,6.923739,6.923739,6.923739,0,6.923739
19,c1ccc(CP(c2ccccc2)c2ccccc2)cc1,1,,N,-0.048827,1.857944,-0.23026,-0.029143,-0.129701,0.201117,0.041827,0.061312,-0.379549,0.795802,0.755589,0.039307,1.120712,0.421303,292.943933,253.707882,294.907265,330.216646,1.753597,-0.743867,-0.687559,1.431426,-54.177715,-7.654484,52.177819,1.916604,-0.31913,-0.451432,-0.468751,0.180171,0.208137,1.939713,1.950593,0.036787,0.034676,-15.318762,-7.664277,0.278593,0.016611,0.040213,0.32491,319.967558,0.164901,19.519966,3.793037,13.285161,34.510234,367.535329,321.887573,0.770912,1.322092,1.267699,1.33656,0.068861,1.267699,8.784245,8.638587,10.422898,1.784311,10.422898,6.113468,6.037131,7.247946,1.210814,7.247946,0.18983,0.140132,0.522112,0.381979,0.238522,-6.303298,-7.486467,-6.177264,1.309204,-7.486467,0.943194,0.919494,0.944773,0.025279,0.919494,16.389916,16.167519,19.770781,3.603262,19.770781,52.765262,47.615855,56.65038,9.034524,47.615855,10.081406,9.915176,11.154573,1.239397,10.320987,17.228322,15.560969,21.078117,5.517147,15.560969,34.397208,30.480442,60.338258,29.857816,60.338258,121.351676,102.989083,123.581409,20.592325,102.989083,6.985816,5.239982,9.599313,4.359331,5.239982,78.224317,42.650825,84.033617,41.382791,42.650825,0,0,0,0,0,16.836811,15.560969,19.048016,3.487046,15.560969,0,0,0,0,0,119.561896,102.989083,122.552286,19.563202,102.989083,52.378942,47.615855,54.620279,7.004423,47.615855,0.38632,0,2.030101,2.030101,0,315.713974,311.344004,316.42663,5.082626,314.224059,2.134063,0,8.331222,8.331222,0,3.377914,3.248478,3.397101,0.148623,3.361419,7.354465,6.474195,7.492645,1.018451,6.474195,7.773918,7.62285,10.008931,2.386081,10.008931,3.335086,3.248478,3.361419,0.112941,3.361419,6.931442,6.054706,7.098971,1.044265,6.054706,7.246557,7.210787,7.680655,0.469868,7.680655
20,CCCCP(CCCC)CCCC,1,,N,-0.061648,1.798675,-0.228671,0.03507,-0.096801,0.263741,0.017783,0.111911,-0.452476,0.742837,0.67327,0.10316,1.328939,0.769406,331.470113,317.537745,331.26389,345.608781,1.704574,-0.700248,-0.691505,1.391754,-54.198335,-5.703921,53.586159,1.952419,-0.316381,-0.44833,-0.44879,0.203289,0.204687,1.968344,1.968915,0.025677,0.024553,-9.028604,-3.324683,0.290259,0.074438,0.069566,0.586102,258.782226,0.207931,17.237514,3.685598,11.260813,29.758986,332.904215,314.137487,0.739622,1.202641,1.004017,1.377494,0.373476,1.321452,2.401193,0.433434,6.334946,5.901512,6.334946,1.224745,0.1795,2.75417,2.57467,2.75417,0.672879,-0.337439,2.414574,2.752013,2.414574,-1.897624,-5.168744,-0.353885,4.814859,-5.168744,0.955855,0.914372,0.965902,0.051529,0.924041,14.368724,12.599766,20.350994,7.751228,19.1786,53.806121,43.539965,95.80905,52.269085,43.539965,10.976705,9.583624,15.155158,5.571534,9.770841,16.564406,12.629299,28.775975,16.146676,13.229648,35.601702,22.437504,50.457381,28.019877,35.089824,82.089343,76.185544,109.350025,33.164481,80.859357,4.821116,1.351309,15.900888,14.54958,3.432659,39.639134,21.737384,80.153364,58.41598,41.892125,0.046925,0,1.279141,1.279141,0,15.634881,12.629299,20.994444,8.365145,13.229648,0.179444,0,2.235054,2.235054,0,80.665568,66.260655,109.350025,43.089369,80.859357,52.352118,43.539965,73.412048,29.872083,43.539965,1.454003,0,23.028729,23.028729,0,251.68286,221.691203,258.778233,37.08703,255.69337,5.950682,0,36.500854,36.500854,0,3.988224,2.980146,4.703188,1.723042,3.463342,7.167492,5.615385,7.444812,1.829427,6.368218,6.613651,5.687529,9.309578,3.622048,8.763218,3.908223,2.980146,4.703188,1.723042,3.052689,6.936487,5.615385,7.128551,1.513165,6.051388,6.254283,5.687529,7.726437,2.038907,7.234321
21,CCP(CC)CC,1,,N,-0.062157,1.826696,-0.230615,0.036188,-0.097214,0.266803,0.017713,0.128595,-0.495213,0.732884,0.603527,0.187183,1.33112,0.790572,315.699851,298.030516,313.800337,335.268786,1.690091,-0.69517,-0.684755,1.379925,-54.197773,-2.201651,53.79207,1.953763,-0.317892,-0.450246,-0.450454,0.200551,0.201754,1.969419,1.970052,0.027817,0.026284,-5.008722,-2.807071,0.298368,0.08291,0.129357,0.598236,151.645489,0.314514,16.248986,3.064969,11.386293,26.420633,193.121123,189.45947,0.852905,1.279253,1.260426,1.33525,0.074824,1.33525,2.653687,2.333565,3.899441,1.565876,3.899441,1.200946,0.955874,1.779974,0.8241,1.766626,0.957207,0.684157,1.410612,0.726455,1.410612,-2.158154,-3.177238,-1.882114,1.295125,-3.177238,0.951508,0.919634,0.957433,0.037799,0.921094,15.084879,14.142876,19.750713,5.607837,19.570366,47.696267,43.828635,49.582156,5.753522,43.828635,10.471725,9.63592,11.243475,1.607555,9.794897,13.406885,12.720292,14.930289,2.209997,13.440921,27.67904,22.290049,31.512102,9.222054,28.133251,44.635574,44.230552,46.184952,1.9544,44.825174,2.500848,1.392099,5.213835,3.821736,3.629289,13.816055,8.119752,22.286242,14.16649,13.731843,0,0,0,0,0,13.406885,12.720292,14.930289,2.209997,13.440921,0,0,0,0,0,44.635574,44.230552,46.184952,1.9544,44.825174,47.696267,43.828635,49.582156,5.753522,43.828635,0,0,0,0,0,150.973028,149.449183,152.804692,3.35551,149.824393,0,0,0,0,0,3.198165,2.973777,3.39756,0.423782,2.985817,4.821418,4.787856,4.88976,0.101903,4.821202,6.13761,5.759324,6.797533,1.038208,6.744437,3.198165,2.973777,3.39756,0.423782,2.985817,4.821418,4.787856,4.88976,0.101903,4.821202,6.13761,5.759324,6.797533,1.038208,6.744437
22,CP(C)C,1,,N,-0.06057,1.820162,-0.23527,0.04167,-0.0968,0.27694,0.016917,0.13584,-0.52427,0.74501,0.71357,0.00423,1.34956,0.80237,357.4174,340.1732,366.008,366.0709,1.793635,-0.73227,-0.732227,1.464497,-54.189884,0.15,53.75,1.95398,-0.32085,-0.4629,-0.462907,0.20119,0.201197,1.98041,1.98041,0.01928,0.019277,-2.363828,-2.513828,0.31049,0.088645,0.03144,0.60455,97.980197,0.405615,15.25,2.82,11.59,24.45,124.62283,134.61883,0.896279,1.228758,1.228758,1.228758,0,1.228758,2.673719,2.673719,2.673719,0,2.673719,1.091758,1.091758,1.091758,0,1.091758,1.091324,1.091324,1.091324,0,1.091324,-2.183082,-2.183082,-2.183082,0,-2.183082,0.959552,0.959552,0.959552,0,0.959552,13.771509,13.771509,13.771509,0,13.771509,39.742285,39.742285,39.742285,0,39.742285,9.580487,9.580487,9.580487,0,9.580487,10.291702,10.291702,10.291702,0,10.291702,21.948705,21.948705,21.948705,0,21.948705,26.594451,26.594451,26.594451,0,26.594451,0.711215,0.711215,0.711215,0,0.711215,4.643452,4.643452,4.643452,0,4.643452,0,0,0,0,0,10.291702,10.291702,10.291702,0,10.291702,0,0,0,0,0,26.594451,26.594451,26.594451,0,26.594451,39.742285,39.742285,39.742285,0,39.742285,0,0,0,0,0,97.091057,97.091057,97.091057,0,97.091057,0,0,0,0,0,2.97029,2.97029,2.97029,0,2.97029,3.481565,3.481565,3.481565,0,3.481565,5.764627,5.764627,5.764627,0,5.764627,2.97029,2.97029,2.97029,0,2.97029,3.481565,3.481565,3.481565,0,3.481565,5.764627,5.764627,5.764627,0,5.764627
23,CC1(C)c2ccccc2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,0,,N,-0.051651,1.858831,-0.2219,-0.029892,-0.125896,0.192008,0.041283,0.051177,-0.362722,0.81614,0.769142,0.040545,1.028721,0.275797,300.835921,271.486563,302.14432,328.876883,1.802519,-0.776522,-0.694453,1.470975,-54.177783,-9.429183,50.008792,1.89945,-0.306213,-0.473266,-0.474911,0.222573,0.226128,1.950876,1.951635,0.040349,0.038066,-18.526865,-9.097682,0.264239,0.01113,0.046998,0.212581,438.265824,0.124417,20.621397,4.612973,13.561906,37.675062,501.005483,420.244906,0.72606,1.855679,1.725536,2.468909,0.743373,2.468909,9.067654,8.569265,10.409626,1.840361,10.287132,5.054526,4.799144,8.244972,3.445828,8.244972,2.079707,-2.734007,2.789397,5.523403,-2.734007,-7.134233,-8.209069,-5.510965,2.698104,-5.510965,0.932244,0.904576,0.935079,0.030503,0.907481,18.017833,17.643432,21.662314,4.018882,21.301424,54.528538,51.559962,55.509298,3.949336,51.559962,11.052919,10.821975,11.09914,0.277165,10.984091,16.403461,15.09345,17.340053,2.246603,15.529592,60.216828,58.102732,66.742589,8.639856,61.503855,198.866966,164.32599,202.274383,37.948393,178.751101,5.324724,3.998493,6.27229,2.273797,4.024641,137.546627,90.36109,142.980474,52.619384,117.247246,0,0,0,0,0,16.135103,15.09345,16.866258,1.772808,15.529592,0,0,0,0,0,189.321758,164.32599,201.996929,37.670939,178.751101,54.258995,51.559962,55.033411,3.473449,51.559962,0.269543,0,0.475887,0.475887,0,428.221337,421.864547,437.749654,15.885107,437.749654,9.551322,0,16.696974,16.696974,0,4.185246,4.103957,4.453683,0.349726,4.315627,8.725934,6.601624,8.954909,2.353285,6.789677,7.731415,7.344066,11.764147,4.420081,11.764147,4.157197,4.023293,4.199868,0.176575,4.054402,7.396474,6.03137,7.620685,1.589315,6.03137,7.035419,7.006921,7.196038,0.189117,7.132967
